Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Mattia Zaccagni,27,Italy,Left Winger,18000000,Hellas Verona,7100000.0,Serie_A_2022.csv,Serie A,,,mattia zaccagni,2022,2021,2022,Serie A,Mattia Zaccagni,it ITA,MF,Hellas Verona,26,1995.0,2.0,2.0,180,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,10.0,10.0,20.0,2021-2022,Serie-A,1.0,0.0,1.0,mattia zaccagni,2021,Serie A,Mattia Zaccagni,it ITA,FW,Lazio,27,1995.0,35.0,33.0,277,0.0,10.0,6.0,16.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,118.0,76.0,282.0,2022-2023,Serie-A,0.0,0.0,0.0,mattia zaccagni,2022,Serie A
Antonín Barák,28,Czech Republic,Attacking Midfield,12000000,Hellas Verona,7860000.0,Serie_A_2022.csv,Serie A,,,antonín barák,2022,2021,2022,Serie A,Antonín Barák,cz CZE,MF FW,Hellas Verona,26,1994.0,29.0,27.0,234,26.0,11.0,4.0,15.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,68.0,147.0,124.0,2021-2022,Serie-A,0.4230769230769231,0.1538461538461538,0.5769230769230769,antonín barák,2021,Serie A,Antonín Barák,cz CZE,MF,Hellas Verona,27,1994.0,1.0,0.0,25,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2022-2023,Serie-A,0.0,0.0,0.0,antonín barák,2022,Serie A
Éderson,22,Brazil,Central Midfield,13000000,Salernitana,22900000.0,Serie_A_2022.csv,Serie A,,,éderson,2022,2021,2022,Serie A,Éderson,br BRA,MF,Salernitana,22,1999.0,15.0,13.0,1147,0.0,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,25.0,34.0,39.0,2021-2022,Serie-A,0.0,0.0,0.0,éderson,2021,Serie A,Éderson,br BRA,MF,Atalanta,23,1999.0,35.0,25.0,2215,0.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,37.0,93.0,62.0,2022-2023,Serie-A,0.0,0.0,0.0,éderson,2022,Serie A
Jérémie Boga,25,Ivory Coast,Left Winger,19000000,Sassuolo,22000000.0,Serie_A_2022.csv,Serie A,,,jérémie boga,2022,2021,2022,Serie A,Jeremie Boga,ci CIV,FW MF,Atalanta,24,1997.0,15.0,7.0,764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.0,53.0,77.0,2021-2022,Serie-A,0.0,0.0,0.0,jeremie boga,2021,Serie A,Jeremie Boga,ci CIV,MF FW,Atalanta,25,1997.0,23.0,5.0,782,0.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,53.0,78.0,2022-2023,Serie-A,0.0,0.0,0.0,jeremie boga,2022,Serie A
Giovanni Simeone,26,Argentina,Centre-Forward,17000000,Cagliari,10500000.0,Serie_A_2022.csv,Serie A,,,giovanni simeone,2022,2021,2022,Serie A,Giovanni Simeone,ar ARG,FW,Hellas Verona,26,1995.0,35.0,32.0,2653,0.0,17.0,5.0,22.0,17.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,259.0,2021-2022,Serie-A,0.0,0.0,0.0,giovanni simeone,2021,Serie A,Giovanni Simeone,ar ARG,FW,Napoli,27,1995.0,25.0,1.0,406,0.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,34.0,2022-2023,Serie-A,0.0,0.0,0.0,giovanni simeone,2022,Serie A
Thomas Henry,27,France,Centre-Forward,5000000,Venice,5230000.0,Serie_A_2022.csv,Serie A,,,thomas henry,2022,2021,2022,Serie A,Thomas Henry,fr FRA,FW,Venezia,26,1994.0,33.0,23.0,2115,0.0,9.0,2.0,11.0,9.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,20.0,31.0,99.0,2021-2022,Serie-A,0.0,0.0,0.0,thomas henry,2021,Serie A,Thomas Henry,fr FRA,FW,Hellas Verona,27,1994.0,16.0,13.0,103,0.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,58.0,2022-2023,Serie-A,0.0,0.0,0.0,thomas henry,2022,Serie A
Gianluca Caprari,28,Italy,Second Striker,10000000,Sampdoria,5000000.0,Serie_A_2022.csv,Serie A,,,gianluca caprari,2022,2021,2022,Serie A,Gianluca Caprari,it ITA,MF FW,Hellas Verona,28,1993.0,35.0,33.0,2739,0.0,12.0,7.0,19.0,10.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,117.0,164.0,270.0,2021-2022,Serie-A,0.0,0.0,0.0,gianluca caprari,2021,Serie A,Gianluca Caprari,it ITA,MF FW,Monza,29,1993.0,37.0,32.0,2441,0.0,5.0,2.0,7.0,4.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,100.0,92.0,188.0,2022-2023,Serie-A,0.0,0.0,0.0,gianluca caprari,2022,Serie A
Matheus Henrique,24,Brazil,Central Midfield,11000000,Grêmio,7000000.0,Serie_A_2022.csv,Serie A,,,matheus henrique,2022,2021,2022,Serie A,Matheus Henrique,br BRA,MF,Sassuolo,23,1997.0,25.0,10.0,1078,12.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.8,0.0,17.0,55.0,21.0,2021-2022,Serie-A,0.0,0.0833333333333333,0.0833333333333333,matheus henrique,2021,Serie A,Matheus Henrique,br BRA,MF,Sassuolo,24,1997.0,30.0,21.0,1947,0.0,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,40.0,116.0,68.0,2022-2023,Serie-A,0.0,0.0,0.0,matheus henrique,2022,Serie A
Janis Antiste,20,France,Centre-Forward,4000000,Spezia Calcio,5680000.0,Serie_A_2022.csv,Serie A,,,janis antiste,2022,2021,2022,Serie A,Janis Antiste,fr FRA,FW,Spezia,18,2002.0,18.0,9.0,796,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,10.0,7.0,60.0,2021-2022,Serie-A,0.0,0.0,0.0,janis antiste,2021,Serie A,Janis Antiste,fr FRA,FW,Sassuolo,19,2002.0,2.0,0.0,52,0.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,2022-2023,Serie-A,1.6666666666666667,0.0,1.6666666666666667,janis antiste,2022,Serie A
Beto,24,Portugal,Centre-Forward,10000000,Portimonense,15000000.0,Serie_A_2022.csv,Serie A,,,beto,2022,2021,2022,Serie A,Beto,gw GNB,FW,Udinese,23,1998.0,28.0,24.0,2173,0.0,11.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,119.0,2021-2022,Serie-A,0.0,0.0,0.0,beto,2021,Serie A,Beto,gw GNB,FW,Udinese,24,1998.0,33.0,23.0,2129,0.0,10.0,1.0,11.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,121.0,2022-2023,Serie-A,0.0,0.0,0.0,beto,2022,Serie A
Federico Bonazzoli,25,Italy,Centre-Forward,5000000,Sampdoria,5000000.0,Serie_A_2022.csv,Serie A,,,federico bonazzoli,2022,2021,2022,Serie A,Federico Bonazzoli,it ITA,FW MF,Salernitana,24,1997.0,32.0,19.0,1866,0.0,10.0,0.0,10.0,8.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,7.0,25.0,46.0,85.0,2021-2022,Serie-A,0.0,0.0,0.0,federico bonazzoli,2021,Serie A,Federico Bonazzoli,it ITA,FW MF,Salernitana,25,1997.0,24.0,12.0,1119,0.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,67.0,2022-2023,Serie-A,0.0,0.0,0.0,federico bonazzoli,2022,Serie A
Felix Afena-Gyan,19,Ghana,Left Winger,6000000,Roma,6000000.0,Serie_A_2022.csv,Serie A,,,felix afena-gyan,2022,2021,2022,Serie A,Felix Afena-Gyan,gh GHA,FW MF,Roma,18,2003.0,17.0,6.0,668,0.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.6,0.0,19.0,7.0,77.0,2021-2022,Serie-A,0.0,0.0,0.0,felix afena-gyan,2021,Serie A,Felix Afena-Gyan,gh GHA,FW MF,Cremonese,19,2003.0,23.0,7.0,817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.1,2.0,22.0,8.0,54.0,2022-2023,Serie-A,0.0,0.0,0.0,felix afena-gyan,2022,Serie A
Andrea Colpani,23,Italy,Attacking Midfield,2400000,Atalanta,11000000.0,Serie_A_2022.csv,Serie A,,,andrea colpani,2022,2021,2022,Serie A,Andrea Conti,it ITA,DF MF,Sampdoria,27,1994.0,7.0,2.0,234,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.0,0.4,3.0,2.0,13.0,2021-2022,Serie-A,0.0,0.0,0.0,andrea conti,2021,Serie A,Andrea Colpani,it ITA,MF,Monza,23,1999.0,27.0,10.0,948,0.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,51.0,69.0,2022-2023,Serie-A,0.0,0.0,0.0,andrea colpani,2022,Serie A
Kai Havertz,24,Germany,Centre-Forward,55000000,Chelsea FC,75000000.0,premier_league_2023.csv,Premier League,,,kai havertz,2023,2022,2023,Premier League,Kai Havertz,de GER,FW MF,Chelsea,23,1999.0,35.0,30.0,2569,0.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,59.0,89.0,218.0,2022-2023,Premier-League,0.0,0.0,0.0,kai havertz,2022,Premier League,Kai Havertz,de GER,MF FW,Arsenal,24,1999.0,37.0,30.0,2634,0.0,13.0,7.0,20.0,12.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,55.0,99.0,191.0,2023-2024,Premier-League,0.0,0.0,0.0,kai havertz,2023,Premier League
Alexis Mac Allister,24,Italy,Central Midfield,65000000,Brighton & Hove Albion,42000000.0,premier_league_2023.csv,Premier League,,,alexis mac allister,2023,2022,2023,Premier League,Alexis Mac Allister,ar ARG,MF,Brighton,23,1998.0,35.0,31.0,2886,32.1,10.0,2.0,12.0,4.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,69.0,174.0,77.0,2022-2023,Premier-League,0.3115264797507788,0.0623052959501557,0.3738317757009345,alexis mac allister,2022,Premier League,Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998.0,33.0,31.0,2599,0.0,5.0,5.0,10.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,44.0,209.0,48.0,2023-2024,Premier-League,0.0,0.0,0.0,alexis mac allister,2023,Premier League
Aaron Ramsey,20,England,Attacking Midfield,5000000,Aston Villa U21,16450000.0,premier_league_2023.csv,Premier League,,,aaron ramsey,2023,2022,2023,Premier League,Aaron Ramsdale,eng ENG,GK,Arsenal,24,1998.0,38.0,38.0,342,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2022-2023,Premier-League,0.0,0.0,0.0,aaron ramsdale,2022,Premier League,Aaron Ramsey,eng ENG,MF FW,Burnley,20,2003.0,14.0,5.0,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,2023-2024,Premier-League,0.0,0.0,0.0,aaron ramsey,2023,Premier League
Cole Palmer,21,St. Kitts & Nevis,Attacking Midfield,18000000,Manchester City,47000000.0,premier_league_2023.csv,Premier League,,,cole palmer,2023,2022,2023,Premier League,Cole Palmer,eng ENG,MF FW,Manchester City,20,2002.0,14.0,2.0,370,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.0,29.0,13.0,40.0,2022-2023,Premier-League,0.0,0.0,0.0,cole palmer,2022,Premier League,Cole Palmer,eng ENG,FW MF,Chelsea,21,2002.0,33.0,29.0,2607,29.0,22.0,11.0,33.0,13.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,117.0,197.0,195.0,2023-2024,Premier-League,0.7586206896551724,0.3793103448275862,1.137931034482759,cole palmer,2023,Premier League
Mason Mount,24,England,Attacking Midfield,60000000,Arsenal FC,67700000.0,premier_league_2023.csv,Premier League,,,mason mount,2023,2022,2023,Premier League,Mason Mount,eng ENG,MF FW,Chelsea,23,1999.0,24.0,20.0,1648,0.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,5.0,48.0,98.0,114.0,2022-2023,Premier-League,0.0,0.0,0.0,mason mount,2022,Premier League,Mason Mount,eng ENG,MF FW,Manchester Utd,24,1999.0,14.0,5.0,516,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.3,0.7,9.0,21.0,34.0,2023-2024,Premier-League,0.0,0.0,0.0,mason mount,2023,Premier League
Mateo Kovacic,29,Croatia,Central Midfield,38000000,Manchester City,29100000.0,premier_league_2023.csv,Premier League,,,mateo kovacic,2023,2022,2023,Premier League,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994.0,27.0,17.0,1707,19.0,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,37.0,153.0,30.0,2022-2023,Premier-League,0.0526315789473684,0.1052631578947368,0.1578947368421052,mateo kovačić,2022,Premier League,Mateo Kovačić,hr CRO,MF,Manchester City,29,1994.0,30.0,16.0,1551,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,37.0,100.0,38.0,2023-2024,Premier-League,0.0,0.0,0.0,mateo kovačić,2023,Premier League
James Maddison,26,England,Attacking Midfield,60000000,Leicester City,46300000.0,premier_league_2023.csv,Premier League,,,james maddison,2023,2022,2023,Premier League,James Maddison,eng ENG,MF FW,Leicester City,25,1996.0,30.0,28.0,248,0.0,10.0,9.0,19.0,9.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,77.0,151.0,155.0,2022-2023,Premier-League,0.0,0.0,0.0,james maddison,2022,Premier League,James Maddison,eng ENG,MF,Tottenham,26,1996.0,28.0,26.0,2135,0.0,4.0,9.0,13.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,58.0,224.0,156.0,2023-2024,Premier-League,0.0,0.0,0.0,james maddison,2023,Premier League
Dejan Kulusevski,23,North Macedonia,Attacking Midfield,50000000,Juventus FC,30000000.0,premier_league_2023.csv,Premier League,,,dejan kulusevski,2023,2022,2023,Premier League,Dejan Kulusevski,se SWE,MF FW,Tottenham,22,2000.0,30.0,23.0,2067,23.0,2.0,7.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,67.0,195.0,2022-2023,Premier-League,0.0869565217391304,0.3043478260869565,0.391304347826087,dejan kulusevski,2022,Premier League,Dejan Kulusevski,se SWE,FW MF,Tottenham,23,2000.0,36.0,31.0,2762,0.0,8.0,3.0,11.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,151.0,144.0,388.0,2023-2024,Premier-League,0.0,0.0,0.0,dejan kulusevski,2023,Premier League
Matheus Cunha,24,Brazil,Second Striker,25000000,Atlético de Madrid,50000000.0,premier_league_2023.csv,Premier League,,,matheus cunha,2023,2022,2023,Premier League,Matheus Cunha,br BRA,FW,Wolves,23,1999.0,17.0,12.0,965,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.6,0.0,16.0,14.0,43.0,2022-2023,Premier-League,0.0,0.0,0.0,matheus cunha,2022,Premier League,Matheus Cunha,br BRA,FW MF,Wolves,24,1999.0,32.0,29.0,244,0.0,12.0,7.0,19.0,11.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,107.0,87.0,139.0,2023-2024,Premier-League,0.0,0.0,0.0,matheus cunha,2023,Premier League
Raúl Jiménez,28,Mexico,Centre-Forward,35000000,Benfica,38000000.0,premier_league_2019.csv,Premier League,,,raúl jiménez,2019,2018,2019,Premier League,Raúl Jiménez,mx MEX,FW,Wolves,27,1991.0,38.0,36.0,3111,34.6,13.0,7.0,20.0,11.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,76.0,82.0,236.0,2018-2019,Premier-League,0.3757225433526011,0.2023121387283236,0.5780346820809248,raúl jiménez,2018,Premier League,Raúl Jiménez,mx MEX,FW,Wolves,28,1991.0,38.0,37.0,3236,36.0,17.0,6.0,23.0,13.0,4.0,4.0,3.0,0.0,0.0,0.0,7.0,0.0,89.0,102.0,223.0,2019-2020,Premier-League,0.4722222222222222,0.1666666666666666,0.6388888888888888,raúl jiménez,2019,Premier League
André Gomes,25,Portugal,Central Midfield,28000000,Barcelona,25000000.0,premier_league_2019.csv,Premier League,,,andré gomes,2019,2018,2019,Premier League,André Gomes,pt POR,MF,Everton,25,1993.0,27.0,24.0,198,22.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.6,0.0,49.0,145.0,22.0,2018-2019,Premier-League,0.0454545454545454,0.0454545454545454,0.0909090909090909,andré gomes,2018,Premier League,André Gomes,pt POR,MF,Everton,26,1993.0,19.0,17.0,1458,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.2,0.2,0.0,0.0,10.0,105.0,16.0,2019-2020,Premier-League,0.0,0.0,0.0,andré gomes,2019,Premier League
Youri Tielemans,22,Belgium,Central Midfield,38000000,Monaco,45000000.0,premier_league_2019.csv,Premier League,,,youri tielemans,2019,2018,2019,Premier League,Youri Tielemans,be BEL,MF,Leicester City,21,1997.0,13.0,13.0,1086,0.0,3.0,4.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,85.0,53.0,2018-2019,Premier-League,0.0,0.0,0.0,youri tielemans,2018,Premier League,Youri Tielemans,be BEL,MF,Leicester City,22,1997.0,37.0,32.0,2828,31.4,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,46.0,215.0,123.0,2019-2020,Premier-League,0.0955414012738853,0.1910828025477707,0.286624203821656,youri tielemans,2019,Premier League
Ayoze Pérez,25,Spain,Centre-Forward,20000000,Newcastle,33400000.0,premier_league_2019.csv,Premier League,,,ayoze pérez,2019,2018,2019,Premier League,Ayoze Pérez,es ESP,MF FW,Newcastle Utd,25,1993.0,37.0,34.0,2917,32.4,12.0,2.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,72.0,82.0,159.0,2018-2019,Premier-League,0.3703703703703704,0.0617283950617284,0.4320987654320988,ayoze pérez,2018,Premier League,Ayoze Pérez,es ESP,MF FW,Leicester City,26,1993.0,33.0,26.0,2004,0.0,8.0,4.0,12.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,62.0,159.0,2019-2020,Premier-League,0.0,0.0,0.0,ayoze pérez,2019,Premier League
Philip Billing,23,Denmark,Central Midfield,7000000,Huddersfield,16500000.0,premier_league_2019.csv,Premier League,,,philip billing,2019,2018,2019,Premier League,Philip Billing,dk DEN,MF,Huddersfield,22,1996.0,27.0,25.0,2188,0.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.0,101.0,59.0,2018-2019,Premier-League,0.0,0.0,0.0,philip billing,2018,Premier League,Philip Billing,dk DEN,MF,Bournemouth,23,1996.0,34.0,29.0,253,0.0,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,2.0,2.0,0.0,0.0,29.0,100.0,59.0,2019-2020,Premier-League,0.0,0.0,0.0,philip billing,2019,Premier League
Danny Ings,26,England,Centre-Forward,15000000,Liverpool,25100000.0,premier_league_2019.csv,Premier League,,,danny ings,2019,2018,2019,Premier League,Danny Ings,eng ENG,FW,Southampton,26,1992.0,24.0,23.0,1651,0.0,7.0,3.0,10.0,4.0,3.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,21.0,56.0,125.0,2018-2019,Premier-League,0.0,0.0,0.0,danny ings,2018,Premier League,Danny Ings,eng ENG,FW,Southampton,27,1992.0,38.0,32.0,2804,31.2,22.0,2.0,24.0,21.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,75.0,194.0,2019-2020,Premier-League,0.7051282051282052,0.0641025641025641,0.7692307692307693,danny ings,2019,Premier League
Lys Mousset,23,France,Centre-Forward,3500000,Bournemouth,11100000.0,premier_league_2019.csv,Premier League,,,lys mousset,2019,2018,2019,Premier League,Lys Mousset,fr FRA,FW,Bournemouth,22,1996.0,24.0,1.0,368,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,5.0,12.0,41.0,2018-2019,Premier-League,0.0,0.0,0.0,lys mousset,2018,Premier League,Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996.0,30.0,11.0,124,0.0,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,93.0,2019-2020,Premier-League,0.0,0.0,0.0,lys mousset,2019,Premier League
Callum Robinson,24,Ireland,Centre-Forward,4500000,Preston,7800000.0,premier_league_2019.csv,Premier League,,,callum robinson,2019,2018,2019,Premier League,Callum Wilson,eng ENG,FW,Bournemouth,26,1992.0,30.0,29.0,2528,0.0,14.0,9.0,23.0,13.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,49.0,44.0,197.0,2018-2019,Premier-League,0.0,0.0,0.0,callum wilson,2018,Premier League,Callum Robinson,ie IRL,FW MF,Sheffield Utd,24,1995.0,16.0,9.0,676,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,2.0,12.0,10.0,50.0,2019-2020,Premier-League,0.0,0.0,0.0,callum robinson,2019,Premier League
Serhou Guirassy,23,Guinea,Centre-Forward,3500000,1.FC Köln,6000000.0,Ligue_1_2019.csv,Ligue 1,,,serhou guirassy,2019,2018,2019,Ligue 1,Serhou Guirassy,gn GUI,FW,Amiens,22,1996.0,13.0,13.0,1111,0.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,31.0,93.0,2018-2019,Ligue-1,0.0,0.0,0.0,serhou guirassy,2018,Ligue 1,Serhou Guirassy,gn GUI,FW,Amiens,23,1996.0,23.0,23.0,1921,0.0,9.0,2.0,11.0,6.0,3.0,4.0,6.0,0.0,0.0,0.0,0.9,0.0,30.0,51.0,178.0,2019-2020,Ligue-1,0.0,0.0,0.0,serhou guirassy,2019,Ligue 1
Timothy Weah,19,United States,Right Winger,6000000,Paris Saint-Germain,10000000.0,Ligue_1_2019.csv,Ligue 1,,,timothy weah,2019,2018,2019,Ligue 1,Timothy Weah,us USA,FW,Paris S-G,18,2000.0,2.0,1.0,54,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,0.0,0.0,0.0,4.0,2018-2019,Ligue-1,1.6666666666666667,0.0,1.6666666666666667,timothy weah,2018,Ligue 1,Timothy Weah,us USA,MFFW,Lille,19,2000.0,3.0,1.0,85,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.4,1.0,5.0,5.0,2019-2020,Ligue-1,0.0,0.0,0.0,timothy weah,2019,Ligue 1
Jeff Reine-Adélaïde,21,France,Attacking Midfield,11000000,Angers SCO,25000000.0,Ligue_1_2019.csv,Ligue 1,,,jeff reine-adélaïde,2019,2018,2019,Ligue 1,Jeff Reine-Adélaïde,fr FRA,FW MF,Angers,20,1998.0,35.0,29.0,2556,0.0,3.0,3.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,135.0,136.0,145.0,2018-2019,Ligue-1,0.0,0.0,0.0,jeff reine-adélaïde,2018,Ligue 1,Jeff Reine-Adélaïde,fr FRA,MF,Angers,21,1998.0,1.0,1.0,79,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.0,4.0,6.0,2.0,2019-2020,Ligue-1,1.1111111111111112,1.1111111111111112,2.2222222222222223,jeff reine-adélaïde,2019,Ligue 1
Gelson Martins,24,Portugal,Right Winger,28000000,Atlético Madrid,30000000.0,Ligue_1_2019.csv,Ligue 1,,,gelson martins,2019,2018,2019,Ligue 1,Gelson Martins,pt POR,FW MF,Monaco,23,1995.0,16.0,16.0,1389,0.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,54.0,152.0,2018-2019,Ligue-1,0.0,0.0,0.0,gelson martins,2018,Ligue 1,Gelson Martins,pt POR,DFFW,Monaco,24,1995.0,21.0,20.0,1674,0.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,1.0,5.0,5.0,0.0,0.0,112.0,61.0,172.0,2019-2020,Ligue-1,0.0,0.0,0.0,gelson martins,2019,Ligue 1
Téji Savanier,27,France,Attacking Midfield,12000000,Nîmes Olympique,9500000.0,Ligue_1_2019.csv,Ligue 1,,,téji savanier,2019,2018,2019,Ligue 1,Téji Savanier,fr FRA,MF,Nîmes,26,1991.0,32.0,32.0,2864,0.0,6.0,14.0,20.0,2.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,61.0,244.0,41.0,2018-2019,Ligue-1,0.0,0.0,0.0,téji savanier,2018,Ligue 1,Téji Savanier,fr FRA,MF,Montpellier,27,1991.0,19.0,18.0,1524,0.0,6.0,2.0,8.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,126.0,31.0,2019-2020,Ligue-1,0.0,0.0,0.0,téji savanier,2019,Ligue 1
