Player,Age,Nationality,Position,Market_Value,Previous_Club,Transfer_Fee,source_file,league,Club,csvPlayer,player_clean,transfer_year,season_before,season_after,league_clean,has_before,has_after,before_Player,before_Nation,before_Pos,before_Squad,before_Age,before_Born,before_MP,before_Starts,before_Min,before_90s,before_Gls,before_Ast,before_G+A,before_G-PK,before_PK,before_PKatt,before_CrdY,before_CrdR,before_xG,before_npxG,before_xAG,before_npxG+xAG,before_PrgC,before_PrgP,before_PrgR,before_season,before_league,before_Gls_per_90,before_Ast_per_90,before_GA_per_90,before_player_clean,before_fbref_season,before_fbref_league,after_Player,after_Nation,after_Pos,after_Squad,after_Age,after_Born,after_MP,after_Starts,after_Min,after_90s,after_Gls,after_Ast,after_G+A,after_G-PK,after_PK,after_PKatt,after_CrdY,after_CrdR,after_xG,after_npxG,after_xAG,after_npxG+xAG,after_PrgC,after_PrgP,after_PrgR,after_season,after_league,after_Gls_per_90,after_Ast_per_90,after_GA_per_90,after_player_clean,after_fbref_season,after_fbref_league
Cenk Tosun,26,Turkey,Centre-Forward,10500000,Beşiktaş,22500000.0,premier_league_2017.csv,Premier League,,,cenk tosun,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Vlašić,19,Croatia,Attacking Midfield,4000000,Hajduk Split,10800000.0,premier_league_2017.csv,Premier League,,,nikola vlašić,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandro Ramírez,21,Spain,Centre-Forward,10000000,Málaga CF,6000000.0,premier_league_2017.csv,Premier League,,,sandro ramírez,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guido Carrillo,26,Argentina,Centre-Forward,6000000,Monaco,22000000.0,premier_league_2017.csv,Premier League,,,guido carrillo,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Burke,20,Scotland,Centre-Forward,7000000,Leipzig,15200000.0,premier_league_2017.csv,Premier League,,,oliver burke,2017,2016,2017,Premier League,True,False,Oliver McBurnie,sct SCO,FW,Swansea City,20.0,1996.0,5.0,0.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0,0.0,0.0,oliver mcburnie,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Rodriguez,27,England,Centre-Forward,10000000,Southampton,13700000.0,premier_league_2017.csv,Premier League,,,jay rodriguez,2017,2016,2017,Premier League,True,False,Jay Rodriguez,eng ENG,FW MF,Southampton,27.0,1989.0,24.0,9.0,892.0,0.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0,0.0,0.0,jay rodriguez,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuning Zhang,20,China,Centre-Forward,700000, Vitesse,7200000.0,premier_league_2017.csv,Premier League,,,yuning zhang,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Arnautović,28,Austria,Centre-Forward,15000000,Stoke City,22300000.0,premier_league_2017.csv,Premier League,,,marko arnautović,2017,2016,2017,Premier League,True,False,Marko Arnautović,at AUT,FW MF,Stoke City,27.0,1989.0,32.0,32.0,2714.0,30.2,6.0,5.0,11.0,6.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.1986754966887417,0.1655629139072847,0.3642384105960265,marko arnautović,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicharito,29,Mexico,Centre-Forward,18000000,Leverkusen,17800000.0,premier_league_2017.csv,Premier League,,,chicharito,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hugill,25,England,Centre-Forward,3000000,Preston,10200000.0,premier_league_2017.csv,Premier League,,,jordan hugill,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelechi Iheanacho,20,Nigeria,Centre-Forward,15000000,Man City,27700000.0,premier_league_2017.csv,Premier League,,,kelechi iheanacho,2017,2016,2017,Premier League,True,False,Kelechi Iheanacho,ng NGA,FW MF,Manchester City,19.0,1996.0,20.0,5.0,537.0,6.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.6666666666666666,0.5,1.1666666666666667,kelechi iheanacho,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrien Silva,28,Portugal,Central Midfield,25000000,Sporting,20500000.0,premier_league_2017.csv,Premier League,,,adrien silva,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Sørloth,22,Norway,Centre-Forward,2000000,Central Jutland,16000000.0,premier_league_2017.csv,Premier League,,,alexander sørloth,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
André Ayew,28,Ghana,Centre-Forward,18000000,West Ham,22800000.0,premier_league_2017.csv,Premier League,,,andré ayew,2017,2016,2017,Premier League,True,False,André Ayew,gh GHA,FW MF,West Ham,26.0,1989.0,25.0,16.0,1438.0,16.0,6.0,3.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.375,0.1875,0.5625,andré ayew,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Clucas,26,England,Central Midfield,2500000,Hull City,16300000.0,premier_league_2017.csv,Premier League,,,sam clucas,2017,2016,2017,Premier League,True,False,Sam Clucas,eng ENG,MF,Hull City,25.0,1990.0,37.0,36.0,3185.0,35.4,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0847457627118644,0.0282485875706214,0.1129943502824858,sam clucas,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilfried Bony,28,Ivory Coast,Centre-Forward,18000000,Man City,13000000.0,premier_league_2017.csv,Premier League,,,wilfried bony,2017,2016,2017,Premier League,True,False,Wilfried Bony,ci CIV,FW,Stoke City,27.0,1988.0,10.0,9.0,684.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0,0.0,0.0,wilfried bony,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roque Mesa,28,Spain,Central Midfield,12000000,UD Las Palmas,12500000.0,premier_league_2017.csv,Premier League,,,roque mesa,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Wood,25,New Zealand,Centre-Forward,6000000,Leeds,16400000.0,premier_league_2017.csv,Premier League,,,chris wood,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nahki Wells,27,Bermuda,Centre-Forward,5000000,Huddersfield,5400000.0,premier_league_2017.csv,Premier League,,,nahki wells,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Gray,26,England,Centre-Forward,10000000,Burnley,20400000.0,premier_league_2017.csv,Premier League,,,andre gray,2017,2016,2017,Premier League,True,False,Andre Gray,jm JAM,FW,Burnley,25.0,1991.0,32.0,26.0,2259.0,0.0,9.0,3.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0,0.0,0.0,andre gray,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richarlison,20,Brazil,Centre-Forward,2000000,Fluminense,12400000.0,premier_league_2017.csv,Premier League,,,richarlison,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Cleverley,27,England,Central Midfield,8000000,Everton,9300000.0,premier_league_2017.csv,Premier League,,,tom cleverley,2017,2016,2017,Premier League,True,False,Tom Cleverley,eng ENG,MF,Watford,26.0,1989.0,17.0,16.0,1441.0,16.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Premier-League,0.0,0.125,0.125,tom cleverley,2016.0,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Hughes,22,England,Central Midfield,8000000,Derby,9100000.0,premier_league_2017.csv,Premier League,,,will hughes,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joselu,27,Spain,Centre-Forward,3500000,Stoke City,5500000.0,premier_league_2017.csv,Premier League,,,joselu,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jürgen Locadia,24,Netherlands,Centre-Forward,8500000,PSV,17000000.0,premier_league_2017.csv,Premier League,,,jürgen locadia,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davy Pröpper,25,Netherlands,Central Midfield,10000000,PSV,13000000.0,premier_league_2017.csv,Premier League,,,davy pröpper,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Mounié,22,Benin,Centre-Forward,5500000,Montpellier,13000000.0,premier_league_2017.csv,Premier League,,,steve mounié,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Pritchard,24,England,Attacking Midfield,5000000,Norwich,12350000.0,premier_league_2017.csv,Premier League,,,alex pritchard,2017,2016,2017,Premier League,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas de Préville,26,France,Centre-Forward,5500000,LOSC Lille,8000000.0,Ligue_1_2017.csv,Ligue 1,,,nicolas de préville,2017,2016,2017,Ligue 1,True,True,Nicolas de Préville,fr FRA,FW MF,Lille,25.0,1991.0,30.0,23.0,2059.0,0.0,14.0,5.0,19.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,nicolas de préville,2016.0,Ligue 1,Nicolas de Préville,fr FRA,FW,Bordeaux,26.0,1991.0,29.0,22.0,1935.0,0.0,4.0,4.0,8.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,7.0,79.0,47.0,166.0,2017-2018,Ligue-1,0.0,0.0,0.0,nicolas de préville,2017.0,Ligue 1
Jonathan Cafu,26,Brazil,Right Winger,10000000,Ludogorets Razgrad,7500000.0,Ligue_1_2017.csv,Ligue 1,,,jonathan cafu,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonathan Cafu,br BRA,FW MF,Bordeaux,26.0,1991.0,19.0,5.0,633.0,7.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.9,0.0,36.0,16.0,75.0,2017-2018,Ligue-1,0.2857142857142857,0.1428571428571428,0.4285714285714285,jonathan cafu,2017.0,Ligue 1
Adam Ounas,20,Algeria,Right Winger,4000000,SSC Napoli,12000000.0,Ligue_1_2017.csv,Ligue 1,,,adam ounas,2017,2016,2017,Ligue 1,True,False,Adam Ounas,dz ALG,FW MF,Bordeaux,19.0,1996.0,26.0,11.0,1224.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,adam ounas,2016.0,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Pépé,22,Cote d'Ivoire,Right Winger,3000000,Angers SCO,18000000.0,Ligue_1_2017.csv,Ligue 1,,,nicolas pépé,2017,2016,2017,Ligue 1,True,True,Nicolas Pépé,ci CIV,FW MF,Angers,21.0,1995.0,33.0,11.0,1321.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,nicolas pépé,2016.0,Ligue 1,Nicolas Pépé,ci CIV,FW MF,Lille,22.0,1995.0,36.0,31.0,2841.0,31.6,13.0,4.0,17.0,12.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,97.0,90.0,285.0,2017-2018,Ligue-1,0.4113924050632911,0.1265822784810126,0.5379746835443038,nicolas pépé,2017.0,Ligue 1
Luiz Araújo,21,Brazil,Right Winger,500000,São Paulo,10500000.0,Ligue_1_2017.csv,Ligue 1,,,luiz araújo,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luiz Araújo,br BRA,FW MF,Lille,21.0,1996.0,34.0,24.0,2018.0,0.0,5.0,3.0,8.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,94.0,75.0,152.0,2017-2018,Ligue-1,0.0,0.0,0.0,luiz araújo,2017.0,Ligue 1
Xeka,22,Portugal,Central Midfield,1250000,SC Braga,5000000.0,Ligue_1_2017.csv,Ligue 1,,,xeka,2017,2016,2017,Ligue 1,True,True,Xeka,pt POR,MF,Lille,21.0,1994.0,13.0,13.0,1115.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,xeka,2016.0,Ligue 1,Xeka,pt POR,MF,Dijon,22.0,1994.0,17.0,15.0,1393.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,61.0,41.0,2017-2018,Ligue-1,0.0,0.0,0.0,xeka,2017.0,Ligue 1
Martin Terrier,20,France,Left Winger,12000000,LOSC Lille,11000000.0,Ligue_1_2017.csv,Ligue 1,,,martin terrier,2017,2016,2017,Ligue 1,True,True,Martin Terrier,fr FRA,FW MF,Lille,19.0,1997.0,11.0,1.0,256.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,martin terrier,2016.0,Ligue 1,Martin Terrier,fr FRA,FW MF,Strasbourg,20.0,1997.0,25.0,19.0,1672.0,0.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,46.0,36.0,107.0,2017-2018,Ligue-1,0.0,0.0,0.0,martin terrier,2017.0,Ligue 1
Bertrand Traoré,21,Burkina Faso,Right Winger,8000000,Chelsea,10000000.0,Ligue_1_2017.csv,Ligue 1,,,bertrand traoré,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bertrand Traoré,bf BFA,FW,Lyon,21.0,1995.0,31.0,27.0,2284.0,0.0,13.0,4.0,17.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,108.0,82.0,270.0,2017-2018,Ligue-1,0.0,0.0,0.0,bertrand traoré,2017.0,Ligue 1
Pape Cheikh,20,Senegal,Central Midfield,800000,Celta de Vigo,10000000.0,Ligue_1_2017.csv,Ligue 1,,,pape cheikh,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pape Cheikh Diop,sn SEN,MF,Lyon,19.0,1997.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2017-2018,Ligue-1,0.0,0.0,0.0,pape cheikh diop,2017.0,Ligue 1
Mariano Diaz,23,Dominican Republic,Centre-Forward,5000000,Real Madrid,8000000.0,Ligue_1_2017.csv,Ligue 1,,,mariano diaz,2017,2016,2017,Ligue 1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konstantinos Mitroglou,29,Greece,Centre-Forward,12000000,SL Benfica,15000000.0,Ligue_1_2017.csv,Ligue 1,,,konstantinos mitroglou,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kostas Mitroglou,gr GRE,FW,Marseille,29.0,1988.0,19.0,9.0,876.0,0.0,9.0,0.0,9.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,41.0,2017-2018,Ligue-1,0.0,0.0,0.0,kostas mitroglou,2017.0,Ligue 1
Florian Thauvin,24,France,Second Striker,18000000,Newcastle United,11000000.0,Ligue_1_2017.csv,Ligue 1,,,florian thauvin,2017,2016,2017,Ligue 1,True,True,Florian Thauvin,fr FRA,FW MF,Marseille,23.0,1993.0,38.0,36.0,2956.0,32.8,15.0,9.0,24.0,14.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.4573170731707317,0.274390243902439,0.7317073170731708,florian thauvin,2016.0,Ligue 1,Florian Thauvin,fr FRA,FW,Marseille,24.0,1993.0,35.0,35.0,295.0,32.8,22.0,11.0,33.0,19.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,192.0,210.0,325.0,2017-2018,Ligue-1,0.6707317073170732,0.3353658536585366,1.0060975609756098,florian thauvin,2017.0,Ligue 1
Valère Germain,27,France,Centre-Forward,10000000,AS Monaco,8000000.0,Ligue_1_2017.csv,Ligue 1,,,valère germain,2017,2016,2017,Ligue 1,True,True,Valère Germain,fr FRA,FW MF,Monaco,26.0,1990.0,36.0,27.0,2225.0,0.0,10.0,4.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,valère germain,2016.0,Ligue 1,Valère Germain,fr FRA,FW,Marseille,27.0,1990.0,35.0,24.0,2167.0,0.0,9.0,5.0,14.0,9.0,0.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,19.0,36.0,148.0,2017-2018,Ligue-1,0.0,0.0,0.0,valère germain,2017.0,Ligue 1
Clinton N'Jie,23,Cameroon,Right Winger,7000000,Tottenham Hotspur,7000000.0,Ligue_1_2017.csv,Ligue 1,,,clinton n'jie,2017,2016,2017,Ligue 1,True,True,Clinton N'Jie,cm CMR,FW MF,Marseille,22.0,1993.0,22.0,11.0,1026.0,0.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,clinton n'jie,2016.0,Ligue 1,Clinton N'Jie,cm CMR,FW,Marseille,23.0,1993.0,22.0,9.0,874.0,0.0,7.0,3.0,10.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,74.0,2017-2018,Ligue-1,0.0,0.0,0.0,clinton n'jie,2017.0,Ligue 1
Keita Baldé,22,Senegal,Left Winger,25000000,SS Lazio,30000000.0,Ligue_1_2017.csv,Ligue 1,,,keita baldé,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keita Baldé,sn SEN,FW MF,Monaco,22.0,1995.0,23.0,19.0,1473.0,0.0,8.0,5.0,13.0,8.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,57.0,32.0,139.0,2017-2018,Ligue-1,0.0,0.0,0.0,keita baldé,2017.0,Ligue 1
Youri Tielemans,20,Belgium,Central Midfield,22000000,RSC Anderlecht,25000000.0,Ligue_1_2017.csv,Ligue 1,,,youri tielemans,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youri Tielemans,be BEL,MF,Monaco,20.0,1997.0,27.0,18.0,1569.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,109.0,60.0,2017-2018,Ligue-1,0.0,0.0,0.0,youri tielemans,2017.0,Ligue 1
Pietro Pellegri,16,Italy,Centre-Forward,8000000,Genoa,20900000.0,Ligue_1_2017.csv,Ligue 1,,,pietro pellegri,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Pellegri,it ITA,FW,Monaco,16.0,2001.0,3.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2017-2018,Ligue-1,0.0,0.0,0.0,pietro pellegri,2017.0,Ligue 1
Stevan Jovetić,27,Montenegro,Second Striker,10000000,Inter Milan,10500000.0,Ligue_1_2017.csv,Ligue 1,,,stevan jovetić,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stevan Jovetić,me MNE,FW,Monaco,27.0,1989.0,15.0,7.0,753.0,0.0,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,19.0,32.0,62.0,2017-2018,Ligue-1,0.0,0.0,0.0,stevan jovetić,2017.0,Ligue 1
Adama Diakhaby,21,France,Attacking Midfield,1500000,Stade Rennais FC,10000000.0,Ligue_1_2017.csv,Ligue 1,,,adama diakhaby,2017,2016,2017,Ligue 1,True,True,Adama Diakhaby,fr FRA,FW MF,Rennes,20.0,1996.0,25.0,3.0,728.0,0.0,4.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,adama diakhaby,2016.0,Ligue 1,Adama Diakhaby,fr FRA,FW,Monaco,21.0,1996.0,22.0,10.0,850.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6,0.0,26.0,7.0,82.0,2017-2018,Ligue-1,0.0,0.0,0.0,adama diakhaby,2017.0,Ligue 1
Allan Saint-Maximin,20,France,Left Winger,3000000,AS Monaco,10000000.0,Ligue_1_2017.csv,Ligue 1,,,allan saint-maximin,2017,2016,2017,Ligue 1,True,True,Allan Saint-Maximin,fr FRA,FW MF,Bastia,19.0,1997.0,34.0,30.0,2696.0,30.0,3.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.1,0.1,0.2,allan saint-maximin,2016.0,Ligue 1,Allan Saint-Maximin,fr FRA,FW MF,Nice,20.0,1997.0,30.0,26.0,2246.0,25.0,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,183.0,85.0,272.0,2017-2018,Ligue-1,0.12,0.28,0.4,allan saint-maximin,2017.0,Ligue 1
Jean-Victor Makengo,19,France,Central Midfield,900000,SM Caen,6000000.0,Ligue_1_2017.csv,Ligue 1,,,jean-victor makengo,2017,2016,2017,Ligue 1,True,True,Jean-Victor Makengo,fr FRA,MF,Caen,18.0,1998.0,17.0,9.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,jean-victor makengo,2016.0,Ligue 1,Jean-Victor Makengo,fr FRA,FW MF,Nice,19.0,1998.0,5.0,2.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,10.0,11.0,26.0,2017-2018,Ligue-1,0.0,0.0,0.0,jean-victor makengo,2017.0,Ligue 1
Neymar,25,Brazil,Attacking Midfield,100000000,FC Barcelona,222000000.0,Ligue_1_2017.csv,Ligue 1,,,neymar,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neymar,br BRA,FW,Paris S-G,25.0,1992.0,20.0,20.0,1786.0,0.0,19.0,13.0,32.0,15.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,23.0,152.0,204.0,226.0,2017-2018,Ligue-1,0.0,0.0,0.0,neymar,2017.0,Ligue 1
Ismaïla Sarr,19,Senegal,Right Winger,2500000,FC Metz,17000000.0,Ligue_1_2017.csv,Ligue 1,,,ismaïla sarr,2017,2016,2017,Ligue 1,True,True,Ismaila Sarr,sn SEN,FW MF,Metz,18.0,1998.0,31.0,20.0,1943.0,0.0,5.0,1.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017,Ligue-1,0.0,0.0,0.0,ismaila sarr,2016.0,Ligue 1,Ismaila Sarr,sn SEN,FW MF,Rennes,19.0,1998.0,24.0,22.0,1858.0,0.0,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,34.0,205.0,2017-2018,Ligue-1,0.0,0.0,0.0,ismaila sarr,2017.0,Ligue 1
Rafik Guitane,18,Algeria,Right Winger,150000,Le Havre AC,8000000.0,Ligue_1_2017.csv,Ligue 1,,,rafik guitane,2017,2016,2017,Ligue 1,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diafra Sakho,28,Senegal,Centre-Forward,8000000,West Ham United,5000000.0,Ligue_1_2017.csv,Ligue 1,,,diafra sakho,2017,2016,2017,Ligue 1,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diafra Sakho,sn SEN,FW,Rennes,27.0,1989.0,13.0,7.0,778.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,4.0,7.0,43.0,2017-2018,Ligue-1,0.0,0.0,0.0,diafra sakho,2017.0,Ligue 1
